source.type,source.ID,source.description,variable,var.description,Units,Gender,Min.Age,Max.Age,Form,Mean,CV
Product,PC9 ,PERSONAL CARE; BATH OIL/SALTS ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,25,1
Product,PC9 ,PERSONAL CARE; BATH OIL/SALTS ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,50,1
Product,PC9 ,PERSONAL CARE; BATH OIL/SALTS ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.3,0
Product,PC9 ,PERSONAL CARE; BATH OIL/SALTS ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.3,0
Product,PC9 ,PERSONAL CARE; BATH OIL/SALTS ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.3,0
Product,PC10 ,PERSONAL CARE; BODY HAIR BLEACH ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,20,1
Product,PC10 ,PERSONAL CARE; BODY HAIR BLEACH ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC10 ,PERSONAL CARE; BODY HAIR BLEACH ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,PC10 ,PERSONAL CARE; BODY HAIR BLEACH ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,50,1
Product,PC10 ,PERSONAL CARE; BODY HAIR BLEACH ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,3.65,1
Product,PC10 ,PERSONAL CARE; BODY HAIR BLEACH ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,PC10 ,PERSONAL CARE; BODY HAIR BLEACH ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.02,0
Product,PC10 ,PERSONAL CARE; BODY HAIR BLEACH ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.02,0
Product,PC11 ,PERSONAL CARE; BODY LOTION ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,20,1
Product,PC11 ,PERSONAL CARE; BODY LOTION ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC11 ,PERSONAL CARE; BODY LOTION ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.1,0
Product,PC11 ,PERSONAL CARE; BODY LOTION ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,30,1
Product,PC11 ,PERSONAL CARE; BODY LOTION ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,PC11 ,PERSONAL CARE; BODY LOTION ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.7,0
Product,PC11 ,PERSONAL CARE; BODY LOTION ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.3,0
Product,PC11 ,PERSONAL CARE; BODY LOTION ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.7,0
Product,PC12 ,PERSONAL CARE; BODY POWDER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC12 ,PERSONAL CARE; BODY POWDER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.5,0
Product,PC12 ,PERSONAL CARE; BODY POWDER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.5,0
Product,PC12 ,PERSONAL CARE; BODY POWDER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,2,1
Product,PC12 ,PERSONAL CARE; BODY POWDER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,65.7,1
Product,PC12 ,PERSONAL CARE; BODY POWDER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.2,0
Product,PC12 ,PERSONAL CARE; BODY POWDER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.2,0
Product,PC12 ,PERSONAL CARE; BODY POWDER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.5,0
Product,PC13 ,PERSONAL CARE; BODY WASH ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,10,1
Product,PC13 ,PERSONAL CARE; BODY WASH ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC13 ,PERSONAL CARE; BODY WASH ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.05,0
Product,PC13 ,PERSONAL CARE; BODY WASH ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,12,1
Product,PC13 ,PERSONAL CARE; BODY WASH ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,PC13 ,PERSONAL CARE; BODY WASH ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.8,0
Product,PC13 ,PERSONAL CARE; BODY WASH ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.8,0
Product,PC13 ,PERSONAL CARE; BODY WASH ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.8,0
Product,PC14 ,PERSONAL CARE; BODY WIPES ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,20,1
Product,PC14 ,PERSONAL CARE; BODY WIPES ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC14 ,PERSONAL CARE; BODY WIPES ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.5,0
Product,PC14 ,PERSONAL CARE; BODY WIPES ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,2,1
Product,PC14 ,PERSONAL CARE; BODY WIPES ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,1095,1
Product,PC14 ,PERSONAL CARE; BODY WIPES ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.94,0
Product,PC14 ,PERSONAL CARE; BODY WIPES ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.5,0
Product,PC14 ,PERSONAL CARE; BODY WIPES ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.5,0
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,20,1
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.2,0
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.05,0
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,20,1
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2.92,1
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.43,0
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.06,0
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.15,0
Product,PC15 ,PERSONAL CARE; BUBBLE BATH ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,PC16 ,PERSONAL CARE; CLIPPER LUBRICANT ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,10,1
Product,PC16 ,PERSONAL CARE; CLIPPER LUBRICANT ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,PC16 ,PERSONAL CARE; CLIPPER LUBRICANT ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,PC16 ,PERSONAL CARE; CLIPPER LUBRICANT ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,30,1
Product,PC16 ,PERSONAL CARE; CLIPPER LUBRICANT ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,PC16 ,PERSONAL CARE; CLIPPER LUBRICANT ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,PC16 ,PERSONAL CARE; CLIPPER LUBRICANT ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.03,0
Product,PC16 ,PERSONAL CARE; CLIPPER LUBRICANT ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.01,0
Product,PC17 ,PERSONAL CARE; CONDITIONER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,4,1
Product,PC17 ,PERSONAL CARE; CONDITIONER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.5,0
Product,PC17 ,PERSONAL CARE; CONDITIONER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.02,0
Product,PC17 ,PERSONAL CARE; CONDITIONER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,15,1
Product,PC17 ,PERSONAL CARE; CONDITIONER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,255.5,1
Product,PC17 ,PERSONAL CARE; CONDITIONER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.7,0
Product,PC17 ,PERSONAL CARE; CONDITIONER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.56,0
Product,PC17 ,PERSONAL CARE; CONDITIONER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.92,0
Product,PC18 ,PERSONAL CARE; CONTACT CARE ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,1,1
Product,PC18 ,PERSONAL CARE; CONTACT CARE ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.5,0
Product,PC18 ,PERSONAL CARE; CONTACT CARE ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.1,0
Product,PC18 ,PERSONAL CARE; CONTACT CARE ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,10,1
Product,PC18 ,PERSONAL CARE; CONTACT CARE ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,PC18 ,PERSONAL CARE; CONTACT CARE ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.1,0
Product,PC18 ,PERSONAL CARE; CONTACT CARE ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.4,0
Product,PC18 ,PERSONAL CARE; CONTACT CARE ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.4,0
Product,PC19 ,PERSONAL CARE; DENTURE PRODUCTS ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC19 ,PERSONAL CARE; DENTURE PRODUCTS ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.5,0
Product,PC19 ,PERSONAL CARE; DENTURE PRODUCTS ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,PC19 ,PERSONAL CARE; DENTURE PRODUCTS ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC19 ,PERSONAL CARE; DENTURE PRODUCTS ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,20,1
Product,PC19 ,PERSONAL CARE; DENTURE PRODUCTS ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,PC19 ,PERSONAL CARE; DENTURE PRODUCTS ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,PC19 ,PERSONAL CARE; DENTURE PRODUCTS ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.1,0
Product,PC19 ,PERSONAL CARE; DENTURE PRODUCTS ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.1,0
Product,PC20 ,PERSONAL CARE; DEODORANT ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC20 ,PERSONAL CARE; DEODORANT ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,0.2,0
Product,PC20 ,PERSONAL CARE; DEODORANT ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC20 ,PERSONAL CARE; DEODORANT ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC20 ,PERSONAL CARE; DEODORANT ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,2,1
Product,PC20 ,PERSONAL CARE; DEODORANT ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,PC20 ,PERSONAL CARE; DEODORANT ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.1,0
Product,PC20 ,PERSONAL CARE; DEODORANT ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,1,0
Product,PC20 ,PERSONAL CARE; DEODORANT ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,1,0
Product,PC20 ,PERSONAL CARE; DEODORANT ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,PC21 ,PERSONAL CARE; DEPILATORY ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,15,1
Product,PC21 ,PERSONAL CARE; DEPILATORY ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC21 ,PERSONAL CARE; DEPILATORY ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.0005,0
Product,PC21 ,PERSONAL CARE; DEPILATORY ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,5.5,1
Product,PC21 ,PERSONAL CARE; DEPILATORY ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,17,1
Product,PC21 ,PERSONAL CARE; DEPILATORY ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,PC21 ,PERSONAL CARE; DEPILATORY ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.1,0
Product,PC21 ,PERSONAL CARE; DEPILATORY ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.2,0
Product,PC22 ,PERSONAL CARE; DIAPER CREAM ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC22 ,PERSONAL CARE; DIAPER CREAM ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC22 ,PERSONAL CARE; DIAPER CREAM ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC22 ,PERSONAL CARE; DIAPER CREAM ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,3,1
Product,PC22 ,PERSONAL CARE; DIAPER CREAM ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,730,1
Product,PC22 ,PERSONAL CARE; DIAPER CREAM ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.33,0
Product,PC22 ,PERSONAL CARE; DIAPER CREAM ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0,0
Product,PC22 ,PERSONAL CARE; DIAPER CREAM ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0,0
Product,PC23 ,PERSONAL CARE; EYE MAKEUP ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC23 ,PERSONAL CARE; EYE MAKEUP ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC23 ,PERSONAL CARE; EYE MAKEUP ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC23 ,PERSONAL CARE; EYE MAKEUP ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,1,1
Product,PC23 ,PERSONAL CARE; EYE MAKEUP ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,PC23 ,PERSONAL CARE; EYE MAKEUP ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.02,0
Product,PC23 ,PERSONAL CARE; EYE MAKEUP ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.01,0
Product,PC23 ,PERSONAL CARE; EYE MAKEUP ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.79,0
Product,PC24 ,PERSONAL CARE; FACE CREAM ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC24 ,PERSONAL CARE; FACE CREAM ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC24 ,PERSONAL CARE; FACE CREAM ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC24 ,PERSONAL CARE; FACE CREAM ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,5,1
Product,PC24 ,PERSONAL CARE; FACE CREAM ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,182.5,1
Product,PC24 ,PERSONAL CARE; FACE CREAM ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.1,0
Product,PC24 ,PERSONAL CARE; FACE CREAM ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.29,0
Product,PC24 ,PERSONAL CARE; FACE CREAM ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.81,0
Product,PC25 ,PERSONAL CARE; FACE MAKEUP ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC25 ,PERSONAL CARE; FACE MAKEUP ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC25 ,PERSONAL CARE; FACE MAKEUP ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC25 ,PERSONAL CARE; FACE MAKEUP ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,2,1
Product,PC25 ,PERSONAL CARE; FACE MAKEUP ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,PC25 ,PERSONAL CARE; FACE MAKEUP ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,PC25 ,PERSONAL CARE; FACE MAKEUP ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.05,0
Product,PC25 ,PERSONAL CARE; FACE MAKEUP ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.65,0
Product,PC26 ,PERSONAL CARE; FACE WASH ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC26 ,PERSONAL CARE; FACE WASH ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC26 ,PERSONAL CARE; FACE WASH ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.05,0
Product,PC26 ,PERSONAL CARE; FACE WASH ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,10,1
Product,PC26 ,PERSONAL CARE; FACE WASH ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,547.5,1
Product,PC26 ,PERSONAL CARE; FACE WASH ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.1,0
Product,PC26 ,PERSONAL CARE; FACE WASH ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.23,0
Product,PC26 ,PERSONAL CARE; FACE WASH ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.73,0
Product,PC27 ,PERSONAL CARE; FOOT CARE ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,10,1
Product,PC27 ,PERSONAL CARE; FOOT CARE ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,PC27 ,PERSONAL CARE; FOOT CARE ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC27 ,PERSONAL CARE; FOOT CARE ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC27 ,PERSONAL CARE; FOOT CARE ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,2,1
Product,PC27 ,PERSONAL CARE; FOOT CARE ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,21.9,1
Product,PC27 ,PERSONAL CARE; FOOT CARE ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,PC27 ,PERSONAL CARE; FOOT CARE ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.15,0
Product,PC27 ,PERSONAL CARE; FOOT CARE ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.15,0
Product,PC27 ,PERSONAL CARE; FOOT CARE ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,2,1
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,0.2,0
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.5,0
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,5,1
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,109.5,1
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.1,0
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.1,0
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.7,0
Product,PC28 ,PERSONAL CARE; FRAGRANCES ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,PC29 ,PERSONAL CARE; HAIR COLOR ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,PC29 ,PERSONAL CARE; HAIR COLOR ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.7,0
Product,PC29 ,PERSONAL CARE; HAIR COLOR ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,PC29 ,PERSONAL CARE; HAIR COLOR ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,150,1
Product,PC29 ,PERSONAL CARE; HAIR COLOR ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,4,1
Product,PC29 ,PERSONAL CARE; HAIR COLOR ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,PC29 ,PERSONAL CARE; HAIR COLOR ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.12,0
Product,PC29 ,PERSONAL CARE; HAIR COLOR ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.63,0
Product,PC30 ,PERSONAL CARE; HAIR RELAXER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,PC30 ,PERSONAL CARE; HAIR RELAXER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.7,0
Product,PC30 ,PERSONAL CARE; HAIR RELAXER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,PC30 ,PERSONAL CARE; HAIR RELAXER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,100,1
Product,PC30 ,PERSONAL CARE; HAIR RELAXER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,3,1
Product,PC30 ,PERSONAL CARE; HAIR RELAXER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.01,0
Product,PC30 ,PERSONAL CARE; HAIR RELAXER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.01,0
Product,PC30 ,PERSONAL CARE; HAIR RELAXER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.18,0
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.7,0
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,5,1
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,182.5,1
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.1,0
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.29,0
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.7,0
Product,PC31 ,PERSONAL CARE; HAIR SPRAY ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,PC32 ,PERSONAL CARE; HAIR STYLING ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC32 ,PERSONAL CARE; HAIR STYLING ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.5,0
Product,PC32 ,PERSONAL CARE; HAIR STYLING ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC32 ,PERSONAL CARE; HAIR STYLING ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,5,1
Product,PC32 ,PERSONAL CARE; HAIR STYLING ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,PC32 ,PERSONAL CARE; HAIR STYLING ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.2,0
Product,PC32 ,PERSONAL CARE; HAIR STYLING ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.39,0
Product,PC32 ,PERSONAL CARE; HAIR STYLING ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.63,0
Product,PC33 ,PERSONAL CARE; HAND LOTION ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,PC33 ,PERSONAL CARE; HAND LOTION ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,1,0
Product,PC33 ,PERSONAL CARE; HAND LOTION ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,1,0
Product,PC33 ,PERSONAL CARE; HAND LOTION ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,2,1
